annual_average_employees,total_hours_worked,naics_code,industry_description,establishment_type,size,state,fatal_incident,source
67,135688.0,221122,distributionelectricpower,3.0,2,MN,0,OSHA_ITA_2016
110,244546.0,518210,dataprocessingservicesexceptpayrollservicesfinancialtransactionprocessingservices,1.0,2,GA,0,OSHA_ITA_2016
42,84196.0,423390,wirefencingfencingaccessoriesmerchantwholesalers,1.0,2,NC,0,OSHA_ITA_2016
113,243338.0,321991,manufacturedmobilehomesmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
19,37200.0,424690,chemicalsexceptagricultureegautomotivehouseholdindustrialphotographicmerchantwholesalers,1.0,1,NC,0,OSHA_ITA_2016
15,23631.0,424690,chemicalsexceptagricultureegautomotivehouseholdindustrialphotographicmerchantwholesalers,1.0,1,FL,0,OSHA_ITA_2016
208,394791.0,221310,watertreatmentplants,3.0,2,IA,0,OSHA_ITA_2016
228,452657.0,326199,bottlecapslidsplasticsmanufacturing,1.0,2,IL,0,OSHA_ITA_2016
21,37123.0,562211,radioactivewastedisposalfacilities,1.0,2,WA,0,OSHA_ITA_2016
13,26553.0,424690,chemicalsexceptagricultureegautomotivehouseholdindustrialphotographicmerchantwholesalers,1.0,1,NH,0,OSHA_ITA_2016
9,17899.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,1,NC,0,OSHA_ITA_2016
518,754582.0,921190,generalpublicadministration,3.0,3,MI,0,OSHA_ITA_2016
122,243739.0,326199,bottlecapslidsplasticsmanufacturing,1.0,2,IL,0,OSHA_ITA_2016
30,58000.0,332710,machineshops,1.0,2,PA,0,OSHA_ITA_2016
11,20579.0,424690,chemicalsexceptagricultureegautomotivehouseholdindustrialphotographicmerchantwholesalers,1.0,1,VA,0,OSHA_ITA_2016
110,217358.0,326291,extrudedmoldedlathecutrubbergoodsmanufacturing,1.0,2,AZ,0,OSHA_ITA_2016
30,61677.0,333922,beltconveyorsystemsmanufacturing,1.0,2,WV,0,OSHA_ITA_2016
190,30253555.0,311991,foodpreparedperishablepackagedindividualresale,1.0,2,TX,0,OSHA_ITA_2016
13,18375.0,424690,chemicalsexceptagricultureegautomotivehouseholdindustrialphotographicmerchantwholesalers,1.0,1,MI,0,OSHA_ITA_2016
16,25549.0,424690,chemicalsexceptagricultureegautomotivehouseholdindustrialphotographicmerchantwholesalers,1.0,1,WA,0,OSHA_ITA_2016
44,85258.0,238210,electricalcontractors,1.0,2,NJ,0,OSHA_ITA_2016
35,77068.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,OK,0,OSHA_ITA_2016
13,20347.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,1,NC,0,OSHA_ITA_2016
152,284822.0,623110,nursinghomes,1.0,2,PA,0,OSHA_ITA_2016
1180,2241882.0,339910,jewelrypreciousmetalmanufacturing,1.0,3,LA,0,OSHA_ITA_2016
13,28030.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,1,NC,0,OSHA_ITA_2016
23,51020.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,AL,0,OSHA_ITA_2016
23,55960.0,321211,hardwoodveneerplywoodmanufacturing,1.0,2,AL,0,OSHA_ITA_2016
43,76499.0,238160,roofingcontractors,1.0,2,MO,0,OSHA_ITA_2016
40,78360.0,325180,sulfursulfurcompoundsnotspecifiedelsewhereprocessmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
41,66872.0,221122,distributionelectricpower,3.0,2,TN,0,OSHA_ITA_2016
75,13682585.0,332813,electroplatingmetalsformedproductstrade,1.0,2,TX,0,OSHA_ITA_2016
32,75568.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,NY,0,OSHA_ITA_2016
146,142005.0,238320,paintingwallpapering,1.0,2,CA,0,OSHA_ITA_2016
90,160244.0,562111,garbagecollectionservices,1.0,2,CO,0,OSHA_ITA_2016
13,21857.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,1,NC,0,OSHA_ITA_2016
26,55677.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,AL,0,OSHA_ITA_2016
134,241390.0,236220,commercialbuildingconstructiongeneralcontractors,1.0,2,VA,0,OSHA_ITA_2016
24,50860.0,325180,zinccompoundsnotspecifiedelsewhereprocessmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
6,13048.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,1,NC,0,OSHA_ITA_2016
92,184506.0,337121,furniturehouseholdtypeupholsteredframesanymaterialmanufacturing,1.0,2,NC,0,OSHA_ITA_2016
56,114084.0,333316,camerasexcepttelevisionvideomanufacturing,1.0,2,TN,0,OSHA_ITA_2016
27,53686.0,236220,additionalterationrenovationgeneralcontractorscommercialinstitutionalbuilding,1.0,2,IA,0,OSHA_ITA_2016
72,103233.0,445110,supermarkets,1.0,2,NY,0,OSHA_ITA_2016
1910,2983720.0,622110,hospitalsgeneralmedicalsurgical,Operating,3,TX,0,OSHA_ITA_2016
1140,1960844.0,622110,generalmedicalsurgicalhospitals,1.0,3,WI,0,OSHA_ITA_2016
29,68742.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,VA,0,OSHA_ITA_2016
215,186115.0,721110,hotelsexceptcasinohotels,1.0,2,TX,1,OSHA_ITA_2016
142,499772.0,484121,motorfreightcarriergenerallongdistancetruckloadtl,1.0,2,NC,0,OSHA_ITA_2016
20,32426.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,2,NC,0,OSHA_ITA_2016
1028,1431953.0,622110,generalmedicalsurgicalhospitals,1.0,3,WI,0,OSHA_ITA_2016
165,228667.0,445110,supermarkets,1.0,2,NY,0,OSHA_ITA_2016
125,67707.0,424410,groceriesgenerallinemerchantwholesalers,1.0,2,TX,0,OSHA_ITA_2016
30,79591.0,484110,truckinggeneralfreightlocal,1.0,2,TX,0,OSHA_ITA_2016
7,7094.0,442110,furniturestoreseghouseholdofficeoutdoor,1.0,1,NC,0,OSHA_ITA_2016
221,246424.0,623110,skillednursingfacilities,2.0,2,FL,0,OSHA_ITA_2016
54,87225.0,445110,supermarkets,1.0,2,NY,0,OSHA_ITA_2016
20,43578.0,326122,piperigidplasticsmanufacturing,1.0,2,IA,0,OSHA_ITA_2016
195,258790.0,445110,supermarkets,1.0,2,NY,0,OSHA_ITA_2016
387,775033.0,517911,wirelesstelecommunicationresellersexceptsatellite,1.0,3,NY,0,OSHA_ITA_2016
26,47553.0,811310,commercialindustrialmachineryrepairmaintenanceservices,1.0,2,KS,0,OSHA_ITA_2016
41,64421.0,236220,additionalterationrenovationsalebuilderscommercialinstitutionalbuilding,1.0,2,CA,0,OSHA_ITA_2016
65,132379.0,327390,architecturalwallpanelsprecastconcretemanufacturing,1.0,2,NC,0,OSHA_ITA_2016
179,357036.0,311930,flavoringconcentratesexceptcoffeebasedmanufacturing,1.0,2,IL,0,OSHA_ITA_2016
132,185780.0,445110,supermarkets,1.0,2,NY,0,OSHA_ITA_2016
28,59805.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,TX,0,OSHA_ITA_2016
34,5745972.0,332813,electroplatingmetalsformedproductstrade,1.0,2,TX,0,OSHA_ITA_2016
24,50926.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,2,NC,0,OSHA_ITA_2016
149,241173.0,622110,hospitalsgeneralmedicalsurgical,Operating,2,TX,0,OSHA_ITA_2016
254,17356.0,445110,supermarkets,1.0,3,NJ,0,OSHA_ITA_2016
75,148254.0,236220,commercialbuildingconstruction,1.0,2,ID,0,OSHA_ITA_2016
498,1168133.0,238210,electricalcontractors,1.0,3,TX,0,OSHA_ITA_2016
32,32295.0,551114,corporateoffices,1.0,2,NY,0,OSHA_ITA_2016
56,115879.0,311930,beveragebasesmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
28,69467.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,TX,0,OSHA_ITA_2016
44,93507.0,325193,denaturedalcoholmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
348,1223445.0,541330,engineeringservices,1.0,3,OH,0,OSHA_ITA_2016
134,288203.0,327993,mineralwoolinsulationmaterialsmanufacturing,1.0,2,MS,0,OSHA_ITA_2016
164,361453.0,333611,waterturbinesmanufacturing,1.0,2,PA,0,OSHA_ITA_2016
77,189013.0,237120,compressormeteringpumpingstationgasoilpipelineconstruction,1.0,2,TX,0,OSHA_ITA_2016
25,12000.0,444220,gardencenters,1.0,2,PA,0,OSHA_ITA_2016
160,314771.0,493110,privatewarehousingstoragegeneralmerchandise,1.0,2,GA,0,OSHA_ITA_2016
6,12564.0,423220,floorcoveringsmerchantwholesalers,1.0,1,TX,0,OSHA_ITA_2016
203,422857.0,322220,laminatingpurchasedpapersnonpackagingapplications,1.0,2,WI,0,OSHA_ITA_2016
82,30498.0,921190,personnelofficesgovernment,3.0,2,IA,0,OSHA_ITA_2016
145,302122.0,493110,privatewarehousingstoragegeneralmerchandise,1.0,2,PA,0,OSHA_ITA_2016
1958,3059775.0,622110,hospitalsgeneralmedicalsurgical,1.0,3,FL,0,OSHA_ITA_2016
68,132796.0,493120,coldstoragewarehousing,1.0,2,NE,0,OSHA_ITA_2016
248,470818.0,238160,roofingcontractors,1.0,2,WA,0,OSHA_ITA_2016
36,74483.0,484121,truckinggeneralfreightlongdistancetruckloadtl,1.0,2,NY,0,OSHA_ITA_2016
30,54627.0,493110,privatewarehousingstoragegeneralmerchandise,1.0,2,PA,0,OSHA_ITA_2016
85,142607.0,623110,skillednursingfacilities,1.0,2,LA,0,OSHA_ITA_2016
8,16852.0,423220,floorcoveringsmerchantwholesalers,1.0,1,NV,0,OSHA_ITA_2016
74,163314.0,332996,fabricatedpipepipefittingsmadepurchasedpipe,1.0,2,TX,0,OSHA_ITA_2016
96,232897.0,562910,asbestosabatementservices,1.0,2,MA,0,OSHA_ITA_2016
21,43680.0,623210,intermediatecarefacilitiesintellectualdevelopmentaldisability,1.0,2,OH,0,OSHA_ITA_2016
109,220349.0,493110,privatewarehousingstoragegeneralmerchandise,1.0,2,IL,0,OSHA_ITA_2016
85,164323.0,621610,homehealthcareagencies,1.0,2,PA,0,OSHA_ITA_2016
18,62819.0,541330,engineeringservices,1.0,2,GA,0,OSHA_ITA_2016
65,122623.0,811111,truckrepairshopsgeneral,1.0,2,TX,0,OSHA_ITA_2016
89,188877.0,493110,privatewarehousingstoragegeneralmerchandise,1.0,2,CA,0,OSHA_ITA_2016
67,87351.0,561790,janitorialconciergesecurity,1.0,2,CA,0,OSHA_ITA_2016
80,190000.0,238390,waterproofingcontractors,1.0,2,TN,0,OSHA_ITA_2016
24,42513.0,336214,boattransportertrailerssingleunitmanufacturing,1.0,2,MO,0,OSHA_ITA_2016
105,206111.0,326291,extrudedmoldedlathecutrubbergoodsmanufacturing,1.0,2,MA,0,OSHA_ITA_2016
4,6371.0,621111,gastroenterologistsofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
16,22631.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,GA,0,OSHA_ITA_2016
710,998675.0,624120,companionservicesdisabledpersonselderlypersonsdiagnosedintellectualdevelopmentaldisabilities,2.0,3,PA,0,OSHA_ITA_2016
20,45592.0,423820,tractorsfarmgardenmerchantwholesalers,1.0,2,ND,0,OSHA_ITA_2016
8,15752.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
400,1382131.0,238910,excavatingearthmovinglandclearingcontractors,1.0,3,FL,0,OSHA_ITA_2016
11,21599.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TN,0,OSHA_ITA_2016
1377,2525393.0,561720,buildingcleaningservicesjanitorial,1.0,3,NJ,0,OSHA_ITA_2016
22,42515.0,238120,structuralsteelerectingironworkcontractors,1.0,2,IA,0,OSHA_ITA_2016
8,16276.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
97,187538.0,331511,foundriesironeductilegraymalleablesemisteel,1.0,2,WI,0,OSHA_ITA_2016
10,20549.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
10,22511.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
612,1148403.0,511120,professionalmagazineperiodicalpublishersprintingcombined,1.0,3,WI,0,OSHA_ITA_2016
60,88016.0,623110,nursinghomes,1.0,2,MO,0,OSHA_ITA_2016
371,688031.0,511120,professionalmagazineperiodicalpublishersprintingcombined,1.0,3,WI,0,OSHA_ITA_2016
11,21622.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,GA,0,OSHA_ITA_2016
310,523468.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,3,CO,0,OSHA_ITA_2016
667,1395959.0,337121,furniturehouseholdtypeupholsteredframesanymaterialmanufacturing,1.0,3,NY,0,OSHA_ITA_2016
409,749768.0,561730,seasonalpropertymaintenanceservicesesnowplowingwinterlandscapingduringotherseasons,1.0,3,IL,0,OSHA_ITA_2016
21,48000.0,312111,beveragesfruitvegetabledrinkscocktailsadesmanufacturing,1.0,2,FL,0,OSHA_ITA_2016
679,1267113.0,561790,janitorialconciergesecurity,1.0,3,NY,0,OSHA_ITA_2016
34,69585.0,238110,chimneyconcreteconstruction,1.0,2,CO,0,OSHA_ITA_2016
48,95631.0,561110,managingofficesphysicianssurgeons,1.0,2,TX,0,OSHA_ITA_2016
103,239993.0,336413,aircraftassembliessubassembliespartsexceptenginesmanufacturing,1.0,2,IL,0,OSHA_ITA_2016
13,25813.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
15,30320.0,623210,intermediatecarefacilitiesintellectualdevelopmentaldisability,1.0,2,OH,0,OSHA_ITA_2016
10,20266.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TN,0,OSHA_ITA_2016
10,20672.0,336413,aircraftassembliessubassembliespartsexceptenginesmanufacturing,1.0,1,IL,0,OSHA_ITA_2016
10,25944.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
250,458898.0,624120,activitycentersdisabledpersonselderlypersonsdiagnosedintellectualdevelopmentaldisabilities,1.0,3,NY,0,OSHA_ITA_2016
10,19159.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
96,213159.0,336412,aircraftengineenginepartsexceptcarburetorspistonspistonringsvalvesmanufacturing,1.0,2,CA,0,OSHA_ITA_2016
141,307845.0,325211,fluoropolymerresinsmanufacturing,1.0,2,NJ,0,OSHA_ITA_2016
76,169759.0,332431,metalcanslightgaugemetalmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
77,122184.0,623110,skillednursingfacilities,Operating,2,LA,0,OSHA_ITA_2016
79,147525.0,221122,distributionelectricpower,1.0,2,ID,0,OSHA_ITA_2016
9,20395.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
180,357251.0,424810,beermerchantwholesalers,1.0,2,CT,0,OSHA_ITA_2016
28,52224.0,332313,pipefabricatedmetalplatemanufacturing,1.0,2,TX,0,OSHA_ITA_2016
30,67512.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,CA,0,OSHA_ITA_2016
18,36908.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,FL,0,OSHA_ITA_2016
17,34054.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,IL,0,OSHA_ITA_2016
15,26784.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,LA,0,OSHA_ITA_2016
26,54016.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,NC,0,OSHA_ITA_2016
27,58195.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,TN,0,OSHA_ITA_2016
25,60241.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
92,202429.0,326199,swimmingpoolsfiberglassmanufacturing,1.0,2,WV,0,OSHA_ITA_2016
60,124812.0,334514,gasmetersconsumptionregisteringmanufacturing,1.0,2,CT,0,OSHA_ITA_2016
8,16161.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
154,320320.0,541330,engineeringconsultingservices,1.0,2,OH,0,OSHA_ITA_2016
69,112915.0,623311,assistedlivingfacilitiessitenursingfacilities,1.0,2,LA,0,OSHA_ITA_2016
231,409430.0,511110,newspaperpublishersprintingcombined,1.0,2,IL,0,OSHA_ITA_2016
52,113835.0,561790,ductcleaningservices,1.0,2,IL,0,OSHA_ITA_2016
60,110284.0,424480,producefreshmerchantwholesalers,1.0,2,NY,0,OSHA_ITA_2016
9,17121.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,GA,0,OSHA_ITA_2016
9,18528.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
154,98063.0,325611,laundrysoapchipspowdermanufacturing,1.0,2,IL,0,OSHA_ITA_2016
404,225099.0,336412,aircraftengineenginepartsexceptcarburetorspistonspistonringsvalvesmanufacturing,1.0,3,OH,0,OSHA_ITA_2016
10,20649.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
10,21260.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TN,0,OSHA_ITA_2016
11,22460.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
236,302548.0,511110,newspaperpublishersprintingcombined,1.0,2,IL,0,OSHA_ITA_2016
10,22409.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
15,37911.0,237110,distributionlinesewerwaterconstruction,1.0,2,ID,0,OSHA_ITA_2016
188,40893454.0,424810,beermerchantwholesalers,1.0,2,TX,0,OSHA_ITA_2016
13,25349.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
22,36285.0,511110,newspaperbranchoffices,1.0,2,IL,0,OSHA_ITA_2016
41,60870.0,444190,buildingmaterialssupplydealers,1.0,2,OK,0,OSHA_ITA_2016
12,26108.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
10,22124.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,1,SC,0,OSHA_ITA_2016
21,21475.0,442110,furniturestoreseghouseholdofficeoutdoor,1.0,2,NY,0,OSHA_ITA_2016
16,33164.0,621111,physiciansexceptmentalhealthofficesegcentersclinics,1.0,1,TX,0,OSHA_ITA_2016
53,103634.0,337215,fixturesstoredisplaymanufacturing,1.0,2,TX,0,OSHA_ITA_2016
120,227324.0,424810,beermerchantwholesalers,1.0,2,RI,0,OSHA_ITA_2016
24,54047.0,238210,electricalcontractors,1.0,2,MS,0,OSHA_ITA_2016
2977,2918919.0,711310,arenaoperators,1.0,3,NY,0,OSHA_ITA_2016
9,19791.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,1,NC,0,OSHA_ITA_2016
184,304659.0,325611,laundrysoapchipspowdermanufacturing,1.0,2,IL,0,OSHA_ITA_2016
29,60646.0,238120,erectingstructuralsteel,1.0,2,ID,0,OSHA_ITA_2016
36,67939.0,238220,mechanicalcontractors,1.0,2,CO,0,OSHA_ITA_2016
69,116541.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
39,83727.0,562211,wastetreatmentfacilitieshazardous,1.0,2,PA,0,OSHA_ITA_2016
40,84027.0,238990,fenceinstallationexceptelectroniccontainmentfencingpets,1.0,2,NC,0,OSHA_ITA_2016
28,78646.0,325314,compostmanufacturing,1.0,2,MO,0,OSHA_ITA_2016
70,114753.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
158,311178.0,561790,janitorialconciergesecurity,1.0,2,PA,0,OSHA_ITA_2016
940,743359.0,711310,theateroperators,1.0,3,NY,0,OSHA_ITA_2016
26,48744.0,326291,extrudedmoldedlathecutrubbergoodsmanufacturing,1.0,2,MI,0,OSHA_ITA_2016
36,73953.0,561730,landscapecaremaintenanceservices,1.0,2,CA,0,OSHA_ITA_2016
141,278538.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
50,139736.0,325611,laundrysoapchipspowdermanufacturing,1.0,2,WI,0,OSHA_ITA_2016
105,211687.0,237310,culvertshighwayroadstreetconstruction,1.0,2,FL,0,OSHA_ITA_2016
444,881050.0,333318,foodwarmingequipmentcommercialtypemanufacturing,1.0,3,WI,0,OSHA_ITA_2016
18,33027.0,238220,plumbingcontractors,1.0,2,CA,0,OSHA_ITA_2016
41,35837.0,623311,assistedlivingfacilitiessitenursingfacilities,1.0,2,FL,0,OSHA_ITA_2016
24,26207.0,236220,additionalterationrenovationgeneralcontractorscommercialinstitutionalbuilding,1.0,2,NC,0,OSHA_ITA_2016
6,16386.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
75,148772.0,337215,fixturesstoredisplaymanufacturing,1.0,2,IL,0,OSHA_ITA_2016
49,92324.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
292,642832.0,484121,generalfreighttruckinglongdistancetruckloadtl,1.0,3,KY,0,OSHA_ITA_2016
22,38258.0,326113,plasticsfilmunlaminatedsheetexceptpackagingmanufacturing,1.0,2,DE,0,OSHA_ITA_2016
89,162385.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
22,47660.0,484110,generalfreighttruckinglocal,1.0,2,MO,0,OSHA_ITA_2016
174,279960.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,2,KY,0,OSHA_ITA_2016
59,95120.0,623110,nursinghomes,1.0,2,TX,0,OSHA_ITA_2016
147,312841.0,335312,motorselectricexceptenginestartingmotorsgearmotorsoutboardmanufacturing,1.0,2,IL,0,OSHA_ITA_2016
81,145006.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
153,245061.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
120,295206.0,562111,garbagepickupservices,1.0,2,GA,0,OSHA_ITA_2016
600,2525393.0,561790,janitorialconciergesecurity,1.0,3,VA,0,OSHA_ITA_2016
153,294411.0,811310,commercialindustrialmachineryrepairmaintenanceservices,1.0,2,CT,0,OSHA_ITA_2016
99,160573.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
91,167807.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
40,63568.0,447110,gasolinestationsconveniencestores,1.0,2,MO,0,OSHA_ITA_2016
160,332800.0,484121,generalfreighttruckinglongdistancetruckloadtl,1.0,2,MI,0,OSHA_ITA_2016
41,93811.0,326199,sidingplasticsmanufacturing,1.0,2,GA,0,OSHA_ITA_2016
46,78257.0,333514,cuttingdiesmetalworkingmanufacturing,1.0,2,MI,0,OSHA_ITA_2016
175,286985.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,2,KY,0,OSHA_ITA_2016
433,589191.0,453220,christmasstores,1.0,3,MI,0,OSHA_ITA_2016
90,140102.0,238220,heatingventilationairconditioninghvaccontractors,1.0,2,NJ,0,OSHA_ITA_2016
20,37232.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
312,518455.0,561790,janitorialconciergesecurity,1.0,3,VA,0,OSHA_ITA_2016
61,121528.0,238220,mechanicalcontractors,1.0,2,NC,0,OSHA_ITA_2016
180,299098.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,2,KY,0,OSHA_ITA_2016
82,184679.0,311212,grainmillsrice,1.0,2,AR,0,OSHA_ITA_2016
95,164877.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
125,248957.0,488190,maintenancerepairservicesaircraftexceptfactoryconversionfactoryoverhaulfactoryrebuilding,1.0,3,AZ,0,OSHA_ITA_2016
115,208255.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
411,781412.0,336412,internalcombustionenginesaircraftmanufacturing,1.0,3,PA,0,OSHA_ITA_2016
32,64346.0,424690,industrialchemicalsmerchantwholesalers,1.0,2,CO,0,OSHA_ITA_2016
101,190502.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
93,173929.0,541330,engineeringservices,1.0,2,OH,0,OSHA_ITA_2016
27,234292.0,561320,temporarystaffingservices,1.0,2,IA,0,OSHA_ITA_2016
88,155045.0,339950,displaysegcounterfloorpointpurchasemanufacturing,1.0,2,NJ,0,OSHA_ITA_2016
108,183997.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
113,217300.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
111,238643.0,562920,materialsrecoveryfacilitiesmrf,1.0,2,CA,1,OSHA_ITA_2016
117,191192.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
147,244829.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
30,46116.0,236220,commercialbuildingconstruction,1.0,2,CA,0,OSHA_ITA_2016
162,299879.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
181,869930.0,238910,excavationcontractors,1.0,2,TX,0,OSHA_ITA_2016
140,242780.0,551114,corporateoffices,1.0,3,AZ,0,OSHA_ITA_2016
170,326786.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,2,KY,0,OSHA_ITA_2016
7,12335.0,424910,fertilizerfertilizermaterialsmerchantwholesalers,1.0,1,GA,0,OSHA_ITA_2016
32,57912.0,454210,automaticmerchandisingmachineoperators,1.0,2,FL,0,OSHA_ITA_2016
32,64367.0,238910,gradingconstructionsites,1.0,2,MA,0,OSHA_ITA_2016
300,511784.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,3,KY,0,OSHA_ITA_2016
212,387290.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,2,KY,0,OSHA_ITA_2016
191,334509.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
112,236462.0,325991,customcompoundingeblendingmixingpurchasedplasticsresins,1.0,2,TN,0,OSHA_ITA_2016
99,174899.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
396,651381.0,721110,hotelsexceptcasinohotelsgolfcoursestenniscourtsotherhealthspafacilitieseresorts,1.0,3,KY,1,OSHA_ITA_2016
1754,1619513.0,541921,photographyservicesportraitegstillvideo,1.0,3,MO,0,OSHA_ITA_2016
250,531198.0,311513,processedcheesesmanufacturing,1.0,3,WI,0,OSHA_ITA_2016
68,124279.0,541330,engineeringservices,1.0,2,OH,0,OSHA_ITA_2016
177,332111.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
33,61992.0,221310,watersupplysystems,3.0,2,IL,0,OSHA_ITA_2016
97,193804.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
43,76117.0,721110,hotelsexceptcasinohotels,1.0,2,KY,0,OSHA_ITA_2016
28,54645.0,541330,engineeringservices,1.0,2,TX,0,OSHA_ITA_2016
